book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,published_year,original_publication_year,original_title,image_url,publisher,description,genres
210,The Gray Man,Mark Greaney,4.3,0751550256,9780751550252,en,480,5821,116,465,873,2037,2330,2014,2014,The Gray Man,https://books.google.com/books/content?id=vtSrngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sphere,"'Hard, fast, and unflinching-exactly what a thriller should be.' Lee Child The first in the Court Gentry all-action thriller series, from Tom Clancy's co-writer Mark Greaney. To those who lurk in the shadows, he's known as the Gray Man. He is a legend in the covert realm, moving silently from job to job, accomplishing the impossible and then fading away. And he always hits his target. But there are forces more lethal than Gentry in the world. Forces like money. And power. And there are men who hold these as the only currency worth fighting for. In their eyes, Gentry has just outlived his usefulness. But Court Gentry is going to prove that, for him, there's no grey area between killing for a living and killing to stay alive... *********************** 'Bourne for the new millenium' New York Times bestselling author James Rollins 'A high-octane thriller that doesn't pause for more than a second for all of its 464 pages...For readers looking for a thriller where the action comes fast an...","Gentry, Court (Fictitious character)"
211,Catching Fire,Suzanne Collins,2.47,0545222451,9780545222457,en,391,744,223,186,148,111,76,2009,2009,Catching Fire,https://books.google.com/books/content?id=1oxGzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Scholastic,Katniss Everdeen continues to struggle to protect herself and her family from the Capitol in this second novel from the bestselling Hunger Games trilogy.,JUVENILE FICTION
212,Six Four,Hideo Yokoyama,1.06,1848665261,9781848665262,en,634,9664,2899,2416,1932,1449,968,2016,2016,Six Four,https://books.google.com/books/content?id=ePsFswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Riverrun,"SIX FOUR. THE NIGHTMARE NO PARENT COULD ENDURE. THE CASE NO DETECTIVE COULD SOLVE. THE TWIST NO READER COULD PREDICT. For five days in January 1989, the parents of a seven-year-old Tokyo schoolgirl sat and listened to the demands of their daughter's kidnapper. They would never learn his identity. They would never see their daughter again. For the fourteen years that followed, the Japanese public listened to the police's apologies. They would never forget the botched investigation that became known as 'Six Four'. They would never forgive the authorities their failure. For one week in late 2002, the press officer attached to the police department in question confronted an anomaly in the case. He could never imagine what he would uncover. He would never have looked if he'd known what he would find.",Cold cases (Criminal investigation)
213,Brother Odd,Dean Ray Koontz,4.5,0553589105,9780553589108,en,466,4,0,0,0,1,3,2007,2007,Brother Odd,https://books.google.com/books/content?id=HuWP4w41tOEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Bantam,"Loop me in, odd one.The words, spoken in the deep of night by a sleeping child, chill the young man watching over her. For this was a favorite phrase of Stormy Llewellyn, his lost love, and Stormy is dead, gone forever from this world. In the haunted halls of the isolated monastery where he had sought peace, Odd Thomas is stalking spirits of an infinitely darker nature Through twoNew York Timesbestselling novels Odd Thomas has established himself as one of the most beloved and unique fictional heroes of our time. Now, wielding all the power and magic of a master storyteller at the pinnacle of his craft, Dean Koontz follows Odd into a singular new world where he hopes to make a fresh beginning—but where he will meet an adversary as old and inexorable as time itself. St. Bartholomew’s Abbey sits in majestic solitude amid the wild peaks of California’s high Sierra, a haven for children otherwise abandoned, and a sanctuary for those seeking insight. Odd Thomas has come here to learn to ...",Abandoned children
214,Artifact,"Kevin J. Anderson, Janet Berliner, Matthew Costello",4.25,076530063X,9780765300638,en,300,4339,86,347,650,1518,1738,2003,2003,Artifact,https://books.google.com/books/content?id=M0PEOj7I9IkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Macmillan,The discovery of four stones of non-earthly origin triggers a deadly race to find the final piece and complete the mysterious artifact.,Fiction
215,The Stranger Diaries,Elly Griffiths,2.19,1786487411,9781786487414,en,329,9915,2974,2478,1983,1487,993,2019,2019,The Stranger Diaries,https://books.google.com/books/content?id=lG-0tQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Oxford University Press,"THE TIMES CRIME BOOK OF THE YEAR. THE RICHARD & JUDY BOOK CLUB PICK. 'Utterly bewitching ... a pitch-perfect modern Gothic' AJ FINN, author of THE WOMAN IN THE WINDOW A dark story has been brought to terrifying life. Can the ending be rewritten in time? This is what the police know: English teacher Clare Cassidy's friend Ella has just been murdered. Clare and Ella had recently fallen out. Found beside the body was a line from The Stranger, a story by the Gothic writer Clare teaches, and the murder scene is identical to one of the deaths in the story. This is what Clare knows: No one else was aware of her fight with Ella. Few others have even read The Stranger. Someone has wormed their way into her life and her work. They know her darkest secrets. And they don't mean well. This is what the killer knows: Who will be next to die. 'Compelling, intelligent and increasingly mesmerising' PETER JAMES 'Picks up where the great Gothic thrillers of the past leave off ... goose-bump spooky, sma...",Fiction
216,A Game for Heroes,Jack Higgins,4.0,0425183041,9780425183045,en,324,3,0,0,0,1,2,2002,2002,A Game for Heroes,https://books.google.com/books/content?id=czJ-qu4ZisoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,G.P. Putnam's Sons,Intrepid British spy and soldier of fortune Owen Morgan leads a hard-nosed gang of commandos on a mission to destroy an island fortress of the Third Reich in the English Channel.,Fiction
217,Strange Sally Diamond,Liz Nugent,1.56,0241993571,9780241993576,en,115,3586,1075,896,717,537,361,2024,2024,Strange Sally Diamond,https://books.google.com/books/content?id=y3TYzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin Group,"**Selected for BBC 2 Between the Covers 2023**'Shocking, disturbing and utterly original - will grip you from first page to last' - Paula HawkinsSally Diamond cannot understand why what she did was so strange. She was only doing what her father told her to do, to put him out with the rubbish when he died.Now Sally is the centre of attention, not only f[Bokinfo].",Fiction
218,The Phantom of Manhattan,"Frederick Forsyth, Patrick O'Brian",4.04,0786222026,9780786222025,en,236,1599,31,127,239,559,643,2000,2000,The Phantom of Manhattan,https://books.google.com/books/content?id=C-UBwBXPsiAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,HarperCollins,"A stunning sequel to Phantom of the Opera. It is 1906 and Erik, the creature with the hideous face but poetic heart, has escaped to America. He has heard that his beloved-now an international opera star-has a son, and is determined to learn the truth.",Fiction
219,The Skin Collector,Jeffery Deaver,2.19,1471297802,9781471297809,en,609,4456,1336,1114,891,668,447,2015,2015,The Skin Collector,https://books.google.com/books/content?id=OTP9jwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Clipper Audio,"A tattoo artist is using poison instead of ink. And on a young woman's skin he's left a message: 'the second.' Drafted in to investigate, Lincoln Rhyme and Amelia Sachs find a single piece of evidence--a scrap of paper that connects this case with one they will never forget. And like the 'Bone Collector' before him, Rhyme and Sachs find themselves pitted against a perpetrator who plans his work to the last detail.",Forensic pathologists
220,Mercy,Julie Garwood,1.9,5068077336,8362573339578,en,430,8828,2648,2207,1765,1324,884,2001,2001,Mercy,https://books.google.com/books/content?id=NqtaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Beyond Words/Atria Books,Attorney Theo Buchanan must save the life of a gorgeous surgeon who once saved his.,Fiction
221,The Dead Zone,Stephen King,3.5,0670260770,9780670260775,en,392,8,0,0,2,3,3,1979,1979,The Dead Zone,https://books.google.com/books/content?id=01N88IPrDnYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Viking,A supernatural thriller that plunges the reader into the fate awaiting all mankind -- The Dead Zone. Copyright © Libri GmbH. All rights reserved.,Fiction
222,Nine Perfect Strangers,Liane Moriarty,1.3,1405919469,9781405919463,en,305,9199,2759,2299,1839,1379,923,2019,2019,Nine Perfect Strangers,https://books.google.com/books/content?id=ipBLuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin,One luxury retreat in the middle of nowhere. Ten days in which no one can leave. Nine strangers seeking perfection. And each discovering the perfect lie...,Fiction
223,A Brief History of Seven Killings,Marlon James,2.14,1510010521,9781510010529,en,308,5688,1706,1422,1137,853,570,2015,2015,A Brief History of Seven Killings,https://books.google.com/books/content?id=ZMLkjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Clipper Audio,"On 3 December 1976, just weeks before Bob Marley was to play the Smile Jamaica Concert to ease political tensions, seven gunmen from West Kingston stormed his house. Marley survived and went on to perform at the free concert. Not a lot was recorded about the fate of the seven gunmen, but much has been said, whispered and sung about in the streets of West Kingston.",Assassins
224,Path of the Assassin,Brad Thor,3.0,0743436768,9780743436762,en,545,3,0,0,1,0,2,2003,2003,Path of the Assassin,https://books.google.com/books/content?id=aQUWFZWdg1IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"With action-packed prose and dead-on authenticity, Thor and his indomitable hero Scot Harvath--from ""The Lions of Lucerne""--are back, raising the stakes and taking on an anonymous terrorist bent on stoking a global holy war of apocalyptic proportions.",Fiction
225,Immoral,Brian Freeman,4.0,0312340427,9780312340421,en,364,3,0,0,0,1,2,2005,2005,Immoral,https://books.google.com/books/content?id=-A7Yp3tF39oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Macmillan,"In a moral world, murder is the ultimate crime, a killer pays the ultimate price, and the victim remains buried. Unless everyone is immoral.",Fiction
226,Lost City,"Clive Cussler, Paul Kemprecos",2.77,0786266295,9780786266296,en,662,927,278,231,185,139,94,2004,2004,Lost City,https://books.google.com/books/content?id=kVsIeb1Asl4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Large Print Press,"When an enzyme capable of prolonging life is discovered deep beneath the North Atlantic, NUMA Special Assignments Team leader Kurt Austin and his colleague, Joe Zavala, investigate a killer who is targeting the enzyme's harvesters and researchers.",Fiction
227,The Apostle,Brad Thor,3.5,1416586571,9781416586579,en,371,2,0,0,0,0,2,2009,2009,The Apostle,https://books.google.com/books/content?id=o56mu1GaW2kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"When a media titan's daughter is kidnapped in Afghanistan and offered in exchange for the freedom of a top Al Qaeda operative, Navy SEAL turned covert Homeland Security operative Scot Harvath undertakes a dangerous mission to free the terrorist from a Kabul prison only to discover that things are not what they seem.",Fiction
228,The Waste Lands,Stephen King,4.58,034082977X,9780340829776,en,584,3788,37,151,378,947,2275,2003,2003,The Waste Lands,https://books.google.com/books/content?id=Yi9CPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Hodder & Stoughton,"There are new evils, new dangers to threaten Roland's little band in the devastated city of Lud and the surrounding wastelands, as well as horrific confrontations with Blaine the Mono, the piratical Gasher, and the frightening Tick-Tock Man.",Adventure fiction
229,Bleed for Me,Michael Robotham,5.0,0751541095,9780751541090,en,306,1,0,0,0,0,1,2011,2011,Bleed for Me,https://books.google.com/books/content?id=-9PLQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Little Brown GBR,"Ray Hegarty, a highly respected former detective, lies dead in his daughter Sienna's bedroom. She is found covered in his blood. Everything points to her guilt, but psychologist Joe O'Loughlin isn't convinced. Fourteen-year-old Sienna is Joe's daughter's best friend - Joe has watched her grow up and seen the troubled look in her eyes. Against the advice of the police, he launches his own investigation, embarking upon a hunt that will lead him to a predatory schoolteacher; a conspiracy of silence and a race hate trial that is captivating the nation. With dark psychological twists and heart-stopping tension, Bleed For Me is a page-turner thriller and undoubtedly Robotham's best yet.",Clinical psychologists
230,Flowers in the Attic,V. C. Andrews,4.14,0671019449,9780671019440,en,353,5819,116,465,872,2036,2330,1997,1997,Flowers in the Attic,https://books.google.com/books/content?id=rL1nvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin Random House,"Flowers in the Attic is the dark, terrifying tale of four innocent children who are locked away from the world by a selfish mother. Ties in to the film starring Louise Fletcher and Victoria Tenant that was released in October. Garden of Shadows, the exciting prequel, will be released this month.)",Abused children
231,Black Creek Crossing,John Saul,3.21,0786265183,9780786265183,en,664,1597,159,239,638,399,162,2004,2004,Black Creek Crossing,https://books.google.com/books/content?id=EvuSwV9Z0FYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Large Print Press,"A New York Times Bestselling AuthorThe dark history and dire secrets of a peaceful small town are summoned from the shadows of the past. Unholy forces are stirred from long slumber to monstrous new life. And two young misfits discover the chilling art of turning persecution into retribution. With these eerie ingredients, bestselling master John Saul once again works his unique brand of sinister magic to conjure an unforgettable tale of unspeakable terror.",Fiction
232,The Cobra Event,Richard Preston,1.46,7435708751,7904799759301,en,440,9286,2785,2321,1857,1392,931,1997,1997,The Cobra Event,https://books.google.com/books/content?id=KClbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Random House (NY),"The Cobra Eventis the story of a secret counter-terror operation. It is set in motion one spring morning in New York City when a seventeen-year-old student wakes up feeling vaguely ill. She seems to be coming down with a cold. Hours later she is having violent seizures, blood is pouring out of her nose, and she has begun a hideous process of self-cannibalization. Soon, other gruesome deaths of a similar nature have been discovered, and the Centers for Disease Control in Atlanta sends a forensic pathologist. an expert in epidemiology, to investigate. What she finds precipitates a federal crisis. The details of this story are fictional, but they are based on a scrupulously thorough inquiry into the history of biological weapons and their use by civilian and military terrorists. ""The creation of advanced biological weapons using methods of genetic engineering and biotechnology is sometimes known as 'black biology,'"" Richard Preston writes. The extent to which the products of black biol...",Fiction
233,An Echo in the Darkness,Francine Rivers,4.5,0842313079,9780842313070,en,482,20,0,0,2,5,13,2002,2002,An Echo in the Darkness,https://books.google.com/books/content?id=Irw7sl0ohTwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Tyndale House Publishers, Inc.","This classic series has inspired nearly 2 million readers. Both loyal fans and new readers will want the latest edition of this beloved series. This edition includes a foreword from the publisher, a preface from Francine Rivers and discussion questions suitable for personal and group use. #2 An Echo in the Darkness: Turning away from the opulence of Rome, Marcus is led by a whispering voice from the past into a journey that could set him free from the darkness of his soul.",Fiction
235,We Are Not Ourselves,Matthew Thomas,2.83,147675666X,9781476756660,en,640,6096,1828,1524,1219,914,611,2014,2014,We Are Not Ourselves,https://books.google.com/books/content?id=MWdOBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"Destined to be a classic, this ""powerfully moving"" (Chad Harbach, The Art of Fielding), multigenerational debut novel of an Irish-American family is nothing short of a ""masterwork"" (Joshua Ferris, Then We Came to the End). Born in 1941, Eileen Tumulty is raised by her Irish immigrant parents in Woodside, Queens, in an apartment where the mood swings between heartbreak and hilarity, depending on whether guests are over and how much alcohol has been consumed. When Eileen meets Ed Leary, a scientist whose bearing is nothing like those of the men she grew up with, she thinks she's found the perfect partner to deliver her to the cosmopolitan world she longs to inhabit. They marry, and Eileen quickly discovers Ed doesn't aspire to the same, ever bigger, stakes in the American Dream. Eileen encourages her husband to want more: a better job, better friends, a better house, but as years pass it becomes clear that his growing reluctance is part of a deeper psychological shift. An inescapable ...",Fiction
236,"Solitary Envoy, The","T. Davis Bunn, Isabella Bunn",4.1,0764228579,9780764228575,en,320,5126,102,410,768,1794,2052,2004,2004,"Solitary Envoy, The",https://books.google.com/books/content?id=5IFzBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Bethany House,The Song of Acadia series introduced the tragic banishment of the French from Nova Scotia in the mid-1700s and their determined survival as Acadians in Louisiana. Now this new series picks up some years later with the descendants of those brave early settlers of the New World.,Fiction
237,Ruth's Journey,Donald McCaig,3.3,1451643535,9781451643534,en,384,101,10,15,40,25,11,2014,2014,Ruth's Journey,https://books.google.com/books/content?id=u9O5BAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"This prequel, inspired by Margaret Mitchell's ""Gone with the Wind,"" recounts the life of Mammy from her days as a slave girl to the outbreak of the Civil War.",Fiction
238,Psychopathology,John Ernest Nicole,4.85,0915809416,6713114027955,en,308,5268,52,210,526,1317,3163,1934,1934,Psychopathology,https://books.google.com/books/content?id=8FtWAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Penguin Random House,This is a fictional description for the book 'Psychopathology' by John Ernest Nicole.,Historical
239,Allegiance,Cayla Kluver,5.0,0373210434,9780373210435,en,501,1,0,0,0,0,1,2012,2012,Allegiance,https://books.google.com/books/content?id=LKCdiQb_SxIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Harlequin,"Includes an excerpt from ""Sacrifice,"" the conclusion to the Legacy trilogy, and Q & A with the author.",Fiction
240,Something Red,Douglas Nicholas,3.02,1451660073,9781451660074,en,325,5652,565,847,2260,1413,567,2012,2012,Something Red,https://books.google.com/books/content?id=Xrz6AorNQMMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,"During the 13th century, in northwest England, in one of the coldest winters, a middle-aged Irishwoman and her little troupe are trying to drive their three wagons across the Pennines before a heavy snow. They soon find that something terrible prowls the woods.",Fiction
241,Miss Cameron's Fall from Grace,Helen Dickson,1.1,0373306407,9780373306404,en,280,4477,1343,1119,895,671,449,2012,2012,Miss Cameron's Fall from Grace,https://books.google.com/books/content?id=Fe7ghnAGq5IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Harlequin,"""In a seedy tavern in the backstreets of London, a case of mistaken identity leads respectable Miss Delphine Cameron to be unwittingly ravished by a devilish colonel: Lord Stephen Fitzwaring. Now she's had a taste of lovemaking and, against her better judgement, she craves it again. But the colonel has ruined her honor, and there is only one way they can avoid a scandal--Delphine must marry her dark-eyed seducer! Now Lady Delphine Fitzwaring must decide between a life of chastity ... or succumbing to her husband's irresistible temptation""--Page 4 of cover.",Historical
242,The Living is Easy,Dorothy West,4.95,1558611479,9781558611474,en,380,4893,48,195,489,1223,2938,1982,1982,The Living is Easy,https://books.google.com/books/content?id=fNbYvqPdoQ4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Feminist Press at CUNY,The captivating firts novel by Dorothy West--author of The Wedding.,Fiction
243,Sex and Sex Worship (phallic Worship),Otto Augustus Wall,3.49,2588996299,4688838375769,en,632,5273,527,790,2109,1318,529,1920,1920,Sex and Sex Worship (phallic Worship),https://books.google.com/books/content?id=sfMaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Oxford University Press,This is a fictional description for the book 'Sex and Sex Worship (phallic Worship)' by Otto Augustus Wall.,Historical
244,Common Disorders and Diseases of Childhood,George Frederic Still,1.18,6218520484,2699433020475,en,872,8957,2687,2239,1791,1343,897,1920,1920,Common Disorders and Diseases of Childhood,https://books.google.com/books/content?id=9BQ4AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Oxford University Press,This is a fictional description for the book 'Common Disorders and Diseases of Childhood' by George Frederic Still.,Children
246,The Dark Room,Rachel Seiffert,1.95,009928717X,9780099287179,en,404,1935,580,483,387,290,195,2002,2002,The Dark Room,https://books.google.com/books/content?id=dKsGAXGc_RoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Arrow,"The Dark Room tells three stories: that of Helmut a young photographer in the 1930s; Lore a 12-year-old girl at the end of the war; and Micha, a young school teacher, half a century later. Between them, the reader traces the legacy of the Nazi period on the lives of ordinary Germans.",Fiction
247,The Gates of Rome,Conn Iggulden,4.5,0007136900,9780007136902,en,52,2,0,0,0,0,2,2003,2003,The Gates of Rome,https://books.google.com/books/content?id=UC-KBtwgBLsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,HarperCollins UK,"This novel interweaves history and adventure to recreate the life of Julius Caesar. In the city of Rome, a titanic power struggle is about to shake the Republic to its core. Citizen will fight citizen in a bloody conflict and Julius Caesar will be in the thick of the action.",Fiction
248,Middlemarch,George Eliot,2.03,0451517504,9780451517500,en,836,8822,2646,2205,1764,1323,884,1964,1964,Middlemarch,https://books.google.com/books/content?id=ZOmWVU49_QwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Signet Classics,"One of the most accomplished and prominent novels of the Victorian era, ""Middlemarch"" is an unsurpassed portrait of nineteenth-century English provincial life. Dorothea Brooke is a young woman of fervent ideals who yearns to effect social change yet faces resistance from the society she inhabits. In this epic in a small landscape, Eliot's large cast of precisely delineated characters and the rich tapestry of their stories result in a wise, compassionate, and astute vision of human nature. As Virginia Woolf declared, George Eliot ""was one of the first English novelists to discover that men and women think as well as feel, and the discovery was of great artistic moment.""",Fiction
249,Bleak House,Charles Dickens,2.15,1912464330,9781912464333,en,753,2382,714,595,476,357,240,2019,2019,Bleak House,https://books.google.com/books/content?id=U3V2yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Baker Street Readers,"""It would have been far better if you had never been born."" Esther, at 14, has never known love. Determined to live well, earn some love, and overcome the shadow of her birth, she takes her first steps into an unknown world. A family curse, a manipulating lawyer, poverty, and secrets threaten to destroy Esther's world. Are the walls of Bleak House strong enough to protect her and her new friends from such powerful forces? The reader will be caught up in an unfolding mystery, full of surprises. Perhaps the biggest mystery of all is: Who is Nemo?","Literary Fiction, Thriller"
252,The Hidden Storyteller,Mandy Robotham,4.53,0008618488,9780008618483,en,422,1515,15,60,151,378,911,2024,2024,The Hidden Storyteller,https://books.google.com/books/content?id=J_fXzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Avon Books,"International bestselling author Mandy Robotham returns with a brand new tale set in war-torn Germany. The war is over. But there are still secrets to be found amidst the ashes . . . Hamburg, 1946. The war is over, and Germany in ruins. Posted to an Allied-run Hamburg, reporter Georgie Young returns to the country she fled seven years prior - at the onset of the conflict - to find it unrecognisable. Amidst the stark horrors of a bombed-out city crumbling under the weight of millions of displaced souls, she discovers pockets of warmth: a violinist playing amidst the wreckage, couples dancing in the streets, and a nation trying to make amends. Joining forces with local detective Harri Schroder to catch a killer targeting women on the city's streets, curiosity draws Georgie deep into the dark underbelly, and she soon discovers that darkest secrets of war did not die with Hitler... The next gripping and heartbreaking historical fiction novel from international bestseller, Mandy Robotham...",Fiction
253,A Dangerous Game,Mandy Robotham,3.83,0008744254,9780008744250,en,188,5442,272,544,1360,2176,1090,2024,2024,A Dangerous Game,https://books.google.com/books/content?id=jSPi0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Avon Books,"International bestselling author Mandy Robotham returns with a brand new tale set in 1950s London. London, 1952. Seven years after the chaotic aftermath of World War II, London has is coming alive again, with jazz clubs and flickering cinema awnings lighting up the night sky. But for widowed Helen 'Dexie' Dexter, she's still a woman in a man's world. She longs to prove herself as an officer in the London Metropolitan Police, yet she's stuck intervening in domestics and making tea for her male colleagues. Then Harri Schroder arrives, seconded from Hamburg to the Met. Haunted by the loss of his wife and child, Harri is unlike any man Dexie has ever known. Compassionate and sharp-witted, he sees her not as a threat, but as an intelligent, canny officer full of potential. And when Harri is tasked with hunting down a Nazi war criminal-turned-respected-businessman, with connections to the upper echelons of British society, it's Dexie he turns to for help. But as their bond deepens, a dead...",Fiction
254,The Porcelain Moon,Janie Chang,3.7,0063324393,9780063324398,en,444,6001,300,600,1500,2400,1201,2023,2023,The Porcelain Moon,https://books.google.com/books/content?id=q4V3zwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,William Morrow,"From the critically acclaimed author of The Library of Legends comes a vividly rendered novel set in WWI France about two young women--one Chinese, one French--whose lives intersect with unexpected, potentially dangerous consequences. ""East meets West in World War I France. In The Porcelain Moon, Janie Chang exhibits her signature trademarks--lyrical prose, deftly drawn characters, and skillful excavation of little-known history--to give us a rare jewel in a sea of wartime fiction!""-- Kate Quinn, New York Times bestselling author France, 1918. In the final days of the First World War, a young Chinese woman, Pauline Deng, runs away from her uncle's home in Paris to evade a marriage being arranged for her in Shanghai. To prevent the union, she needs the help of her cousin Theo, who is working as a translator for the Chinese Labour Corps in the French countryside. In the town of Noyelles-sur-Mer, Camille Roussel is planning her escape from an abusive marriage, and to end a love affair ...",Fiction
256,The Nightingale,Kristin Hannah,2.55,1447283074,9781447283072,en,110,4961,1488,1240,992,744,497,2015,2015,The Nightingale,https://books.google.com/books/content?id=3zv5rQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Pan,"""From the #1 New York Times bestselling author comes Kristin Hannah's next novel. It is an epic love story and family drama set at the dawn of World War II. She is the author of twenty-one novels. Her previous novels include Home Front, Night Road, Firefly Lane, Fly Away, and Winter Garden""--",Anti-Nazi movement
257,Late Harvest,Fiona Buckley,3.59,0727894951,9780727894953,en,482,3568,178,356,892,1427,715,2017,2017,Late Harvest,https://books.google.com/books/content?id=Re8fvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Severn House Large Print,"This passionate West Country smuggling saga set in the early 19th-century is an intriguing departure for Tudor mystery writer Fiona Buckley. Exmoor, 1800. When farmer's daughter Peggy Shawe meets the charismatic Ralph Duggan, son of a so-called 'free trader', it's love at first sight. Determined to prevent the match, Peggy's widowed mother sends her daughter to live with the Duggans for six weeks, believing she will be put off marriage to Ralph when she discovers what life is like among a smuggling family. Matters take a dramatic turn however when Ralph's brother Philip is suspected of murder, and Ralph and Philip are despatched to distant relatives across the Atlantic. Heartbroken, Peggy vows to be reunited with her lover one day. But it will be several years before she and Ralph are destined to meet again - and in very different circumstances . . .",FICTION
258,The Warsaw Orphan,Kelly Rimmer,1.08,1525811533,9781525811531,en,416,66,19,16,13,9,9,2021,2021,The Warsaw Orphan,https://books.google.com/books/content?id=jlcCzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Graydon House Books,"""Kelly Rimmer's heart-stopping rendering of the war in Nazi-occupied Poland will captivate readers page by page.""--Lisa Wingate, #1 New York Times bestselling author of Before We Were Yours ""A surefire hit [and] a heartbreaking and hopeful story of family, duty, love, salvation, and resistance. The Warsaw Orphan [is] a thoughtful, beautiful novel."" -- Kristin Harmel, New York Times bestselling author of The Book of Lost Names Inspired by the real-life heroine who saved thousands of Jewish children during WWII, The Warsaw Orphan is Kelly Rimmer's most anticipated novel since her bestselling sensation, The Things We Cannot Say. In the spring of 1942, young Elzbieta Rabinek is aware of the swiftly growing discord just beyond the courtyard of her comfortable Warsaw home. She has no fondness for the Germans who patrol her streets and impose their curfews, but has never given much thought to what goes on behind the walls that contain her Jewish neighbors. She knows all too well about Germ...",Fiction
259,The Last Tiara,M. J. Rose,2.2,1952457173,9781952457173,en,304,1942,582,485,388,291,196,2021,2021,The Last Tiara,https://books.google.com/books/content?id=MXb1zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Blue Box Press,"From New York Times and Wall Street Journal bestseller M.J. Rose comes a provocative and moving story of a young female architect in post-World War II Manhattan, who stumbles upon a hidden treasure and begins a journey to discovering her mother's life during the fall of the Romanovs. Sophia Moon had always been reticent about her life in Russia and when she dies, suspiciously, on a wintry New York evening, Isobelle despairs that her mother's secrets have died with her. But while renovating the apartment they shared, Isobelle discovers something among her mother's effects-a stunning silver tiara, stripped of its jewels. Isobelle's research into the tiara's provenance draws her closer to her mother's past-including the story of what became of her father back in Russia, a man she has never known. The facts elude her until she meets a young jeweler, who wants to help her but is conflicted by his loyalty to the Midas Society, a covert international organization whose mission is to return...",Horror
