id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,genres,description
250,250,250,250,1,9209776288,3312138953024,Jennifer Moore,1921.0,The Height of the Scream,The Height of the Scream,eng,1.62,148,148,14,44,37,29,22,16,https://example.com/bookcovers/250.jpg,https://example.com/bookcovers/small/250.jpg,Horror,This is a fictional description for the book 'The Height of the Scream' by Jennifer Moore.
251,251,251,251,1,7064379019,8120175184057,"David Smith, Jennifer Thomas",1981.0,Woodrow Wilson,Woodrow Wilson,eng,4.49,2972,2972,297,59,237,445,1040,1191,https://example.com/bookcovers/251.jpg,https://example.com/bookcovers/small/251.jpg,"Biography, Science Fiction, Mystery","This is a fictional description for the book 'Woodrow Wilson' by David Smith, Jennifer Thomas."
252,252,252,252,1,8071988552,0858794109380,"Linda Thomas, Linda Moore, Michelle Davis",1967.0,"Hallo, hier bin ich!","Hallo, hier bin ich!",eng,2.56,8386,8386,838,2515,2096,1677,1257,841,https://example.com/bookcovers/252.jpg,https://example.com/bookcovers/small/252.jpg,Literary Fiction,"This is a fictional description for the book 'Hallo, hier bin ich!' by Linda Thomas, Linda Moore, Michelle Davis."
253,253,253,253,1,9056060785,0553209718616,"Jennifer Davis, Robert Smith, Michael Smith",2005.0,Die Prüfungen der Engel,Die Prüfungen der Engel,eng,4.06,3915,3915,391,78,313,587,1370,1567,https://example.com/bookcovers/253.jpg,https://example.com/bookcovers/small/253.jpg,"Self-help, Historical Fiction, Horror","This is a fictional description for the book 'Die Prüfungen der Engel' by Jennifer Davis, Robert Smith, Michael Smith."
254,254,254,254,1,1164014068,2189527714316,"Jennifer Wilson, Robert Davis, Robert Taylor",1924.0,A Life's Work: Learning to Overrule My Mindless Brain,A Life's Work: Learning to Overrule My Mindless Brain,eng,3.61,9078,9078,907,453,907,2269,3631,1818,https://example.com/bookcovers/254.jpg,https://example.com/bookcovers/small/254.jpg,"Romance, Mystery","This is a fictional description for the book 'A Life's Work: Learning to Overrule My Mindless Brain' by Jennifer Wilson, Robert Davis, Robert Taylor."
255,255,255,255,1,8518600777,4470506906848,"John Moore, Linda Miller, Linda Moore",2008.0,A Bag of Bones N' Chocolate Biscuits,A Bag of Bones N' Chocolate Biscuits,eng,4.34,9107,9107,910,182,728,1366,3187,3644,https://example.com/bookcovers/255.jpg,https://example.com/bookcovers/small/255.jpg,"Non-fiction, Romance","This is a fictional description for the book 'A Bag of Bones N' Chocolate Biscuits' by John Moore, Linda Miller, Linda Moore."
256,256,256,256,1,5022106943,1027521454510,"Michelle Miller, Robert Johnson, Emily Brown",2002.0,The Gumma wars,The Gumma wars,eng,1.05,9849,9849,984,2954,2462,1969,1477,987,https://example.com/bookcovers/256.jpg,https://example.com/bookcovers/small/256.jpg,"Mystery, Biography","This is a fictional description for the book 'The Gumma wars' by Michelle Miller, Robert Johnson, Emily Brown."
257,257,257,257,1,4677138968,6300511974960,Emily Johnson,1912.0,Mimis Village And How Basic Health Care Transformed It,Mimis Village And How Basic Health Care Transformed It,eng,4.83,4570,4570,457,45,182,457,1142,2744,https://example.com/bookcovers/257.jpg,https://example.com/bookcovers/small/257.jpg,"Fantasy, Non-fiction, Self-help",This is a fictional description for the book 'Mimis Village And How Basic Health Care Transformed It' by Emily Johnson.
258,258,258,258,1,6484289391,8298061042106,Michael Miller,1995.0,World War II,World War II,eng,2.57,372,372,37,111,93,74,55,39,https://example.com/bookcovers/258.jpg,https://example.com/bookcovers/small/258.jpg,Thriller,This is a fictional description for the book 'World War II' by Michael Miller.
259,259,259,259,1,8518871306,8222685207696,"Sarah Taylor, Jennifer Thomas",2007.0,Ninna nanna,Ninna nanna,eng,3.09,7060,7060,706,706,1059,2824,1765,706,https://example.com/bookcovers/259.jpg,https://example.com/bookcovers/small/259.jpg,"Historical Fiction, Literary Fiction","This is a fictional description for the book 'Ninna nanna' by Sarah Taylor, Jennifer Thomas."
260,260,260,260,1,3398468352,3581584580722,"Robert Davis, David Miller, Michael Johnson",1984.0,The Holiday Trap,The Holiday Trap,eng,3.37,985,985,98,98,147,394,246,100,https://example.com/bookcovers/260.jpg,https://example.com/bookcovers/small/260.jpg,"Horror, Historical Fiction","This is a fictional description for the book 'The Holiday Trap' by Robert Davis, David Miller, Michael Johnson."
261,261,261,261,1,3428185466,8463110989829,"John Davis, Jennifer Brown",2018.0,Something Special,Something Special,eng,4.89,1961,1961,196,19,78,196,490,1178,https://example.com/bookcovers/261.jpg,https://example.com/bookcovers/small/261.jpg,"Mystery, Biography, Non-fiction","This is a fictional description for the book 'Something Special' by John Davis, Jennifer Brown."
262,262,262,262,1,5656116817,4010249801355,"John Anderson, Sarah Johnson, Emily Anderson",1923.0,Palatul de hârtie,Palatul de hârtie,eng,4.5,4681,4681,468,46,187,468,1170,2810,https://example.com/bookcovers/262.jpg,https://example.com/bookcovers/small/262.jpg,"Thriller, Literary Fiction, Historical Fiction","This is a fictional description for the book 'Palatul de hârtie' by John Anderson, Sarah Johnson, Emily Anderson."
263,263,263,263,1,8278075511,3072440188362,"John Miller, Sarah Thomas, Michelle Moore",1906.0,Alacrity,Alacrity,eng,1.86,9484,9484,948,2845,2371,1896,1422,950,https://example.com/bookcovers/263.jpg,https://example.com/bookcovers/small/263.jpg,"Young Adult, Mystery, Romance","This is a fictional description for the book 'Alacrity' by John Miller, Sarah Thomas, Michelle Moore."
264,264,264,264,1,2986553704,4204205650409,"Sarah Wilson, John Thomas, Michael Thomas",2006.0,Deadly Force,Deadly Force,eng,3.57,7464,7464,746,373,746,1866,2985,1494,https://example.com/bookcovers/264.jpg,https://example.com/bookcovers/small/264.jpg,Literary Fiction,"This is a fictional description for the book 'Deadly Force' by Sarah Wilson, John Thomas, Michael Thomas."
265,265,265,265,1,9235862289,1940046234533,Robert Taylor,2015.0,Bitter Sweet Distraction,Bitter Sweet Distraction,eng,3.14,4278,4278,427,427,641,1711,1069,430,https://example.com/bookcovers/265.jpg,https://example.com/bookcovers/small/265.jpg,"Self-help, Historical Fiction, Horror",This is a fictional description for the book 'Bitter Sweet Distraction' by Robert Taylor.
266,266,266,266,1,7199822149,7893334242368,"Michelle Brown, Robert Johnson",1979.0,Jilted,Jilted,eng,2.67,2507,2507,250,752,626,501,376,252,https://example.com/bookcovers/266.jpg,https://example.com/bookcovers/small/266.jpg,Mystery,"This is a fictional description for the book 'Jilted' by Michelle Brown, Robert Johnson."
267,267,267,267,1,9184778904,4612466226232,Michael Taylor,1987.0,The Science of Storytelling,The Science of Storytelling,eng,1.71,8051,8051,805,2415,2012,1610,1207,807,https://example.com/bookcovers/267.jpg,https://example.com/bookcovers/small/267.jpg,"Science Fiction, Young Adult, Historical Fiction",This is a fictional description for the book 'The Science of Storytelling' by Michael Taylor.
268,268,268,268,1,9605436480,9293478133804,"David Davis, Michael Miller, John Thomas",1943.0,A Colorado Match                            Love Inspired,A Colorado Match                            Love Inspired,eng,2.31,8018,8018,801,2405,2004,1603,1202,804,https://example.com/bookcovers/268.jpg,https://example.com/bookcovers/small/268.jpg,"Literary Fiction, Science Fiction, Biography","This is a fictional description for the book 'A Colorado Match                            Love Inspired' by David Davis, Michael Miller, John Thomas."
269,269,269,269,1,9217369757,0182436603297,"James Thomas, Emily Brown",1960.0,A Fine Line: A balance to survive,A Fine Line: A balance to survive,eng,3.55,4564,4564,456,228,456,1141,1825,914,https://example.com/bookcovers/269.jpg,https://example.com/bookcovers/small/269.jpg,"Biography, Horror, Young Adult","This is a fictional description for the book 'A Fine Line: A balance to survive' by James Thomas, Emily Brown."
270,270,270,270,1,5660593654,6741297621153,"Michael Wilson, John Taylor, Sarah Wilson",1974.0,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,eng,3.91,2102,2102,210,105,210,525,840,422,https://example.com/bookcovers/270.jpg,https://example.com/bookcovers/small/270.jpg,Literary Fiction,"This is a fictional description for the book 'Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life' by Michael Wilson, John Taylor, Sarah Wilson."
271,271,271,271,1,5104991125,3892664307345,"Linda Smith, David Miller, Michael Miller",1934.0,Great sects and schisms in Judaism,Great sects and schisms in Judaism,eng,1.94,1593,1593,159,477,398,318,238,162,https://example.com/bookcovers/271.jpg,https://example.com/bookcovers/small/271.jpg,"Biography, Horror","This is a fictional description for the book 'Great sects and schisms in Judaism' by Linda Smith, David Miller, Michael Miller."
272,272,272,272,1,7453483839,2957758105355,Emily Anderson,1925.0,When the Night Falls,When the Night Falls,eng,2.35,1494,1494,149,448,373,298,224,151,https://example.com/bookcovers/272.jpg,https://example.com/bookcovers/small/272.jpg,"Romance, Historical Fiction, Young Adult",This is a fictional description for the book 'When the Night Falls' by Emily Anderson.
273,273,273,273,1,2928258845,8989766648023,Michelle Johnson,1945.0,The lady of secrets,The lady of secrets,eng,4.01,5611,5611,561,112,448,841,1963,2247,https://example.com/bookcovers/273.jpg,https://example.com/bookcovers/small/273.jpg,Fantasy,This is a fictional description for the book 'The lady of secrets' by Michelle Johnson.
274,274,274,274,1,6787925873,6098535877604,Linda Wilson,1941.0,We Are Theologians: Strengthening the People of God,We Are Theologians: Strengthening the People of God,eng,2.78,4722,4722,472,1416,1180,944,708,474,https://example.com/bookcovers/274.jpg,https://example.com/bookcovers/small/274.jpg,Mystery,This is a fictional description for the book 'We Are Theologians: Strengthening the People of God' by Linda Wilson.
275,275,275,275,1,6547148191,9460371738881,David Taylor,1921.0,Girls out late (Girls #3),Girls out late (Girls #3),eng,2.94,5317,5317,531,1595,1329,1063,797,533,https://example.com/bookcovers/275.jpg,https://example.com/bookcovers/small/275.jpg,"Fantasy, Horror, Biography",This is a fictional description for the book 'Girls out late (Girls #3)' by David Taylor.
276,276,276,276,1,2559220498,7934650264182,Michael Davis,1977.0,What's Luck Got to Do with It?: How Smarter Government Can Rescue the American Dream,What's Luck Got to Do with It?: How Smarter Government Can Rescue the American Dream,eng,4.87,5849,5849,584,58,233,584,1462,3512,https://example.com/bookcovers/276.jpg,https://example.com/bookcovers/small/276.jpg,Biography,This is a fictional description for the book 'What's Luck Got to Do with It?: How Smarter Government Can Rescue the American Dream' by Michael Davis.
277,277,277,277,1,9399455764,9466627367605,David Smith,1966.0,Economics For Dummies,Economics For Dummies,eng,3.22,5325,5325,532,532,798,2130,1331,534,https://example.com/bookcovers/277.jpg,https://example.com/bookcovers/small/277.jpg,Mystery,This is a fictional description for the book 'Economics For Dummies' by David Smith.
278,278,278,278,1,6502359569,6279024989841,Michelle Davis,2004.0,Hunt for the Shadow Wolf: The lost history of wolves in Britain and the myths and stories that surround them,Hunt for the Shadow Wolf: The lost history of wolves in Britain and the myths and stories that surround them,eng,2.4,911,911,91,273,227,182,136,93,https://example.com/bookcovers/278.jpg,https://example.com/bookcovers/small/278.jpg,"Romance, Mystery",This is a fictional description for the book 'Hunt for the Shadow Wolf: The lost history of wolves in Britain and the myths and stories that surround them' by Michelle Davis.
279,279,279,279,1,3354705021,8861462405328,"Michael Smith, Emily Johnson",1904.0,Moving Up On Manolos,Moving Up On Manolos,eng,4.41,5345,5345,534,106,427,801,1870,2141,https://example.com/bookcovers/279.jpg,https://example.com/bookcovers/small/279.jpg,"Fantasy, Thriller, Non-fiction","This is a fictional description for the book 'Moving Up On Manolos' by Michael Smith, Emily Johnson."
280,280,280,280,1,0950090449,7674504685424,Michelle Brown,1990.0,The British Constitution,The British Constitution,eng,4.98,7316,7316,731,73,292,731,1829,4391,https://example.com/bookcovers/280.jpg,https://example.com/bookcovers/small/280.jpg,"Historical Fiction, Non-fiction, Literary Fiction",This is a fictional description for the book 'The British Constitution' by Michelle Brown.
281,281,281,281,1,9059764264,8941055075672,Emily Thomas,2005.0,The Abode,The Abode,eng,3.75,2804,2804,280,140,280,701,1121,562,https://example.com/bookcovers/281.jpg,https://example.com/bookcovers/small/281.jpg,"Self-help, Romance, Literary Fiction",This is a fictional description for the book 'The Abode' by Emily Thomas.
282,282,282,282,1,8020254051,4399739635214,"Michael Smith, Emily Davis",1944.0,"Das einzige Kind, Im Zeichen des Löwen","Das einzige Kind, Im Zeichen des Löwen",eng,3.66,2923,2923,292,146,292,730,1169,586,https://example.com/bookcovers/282.jpg,https://example.com/bookcovers/small/282.jpg,"Horror, Historical Fiction, Biography","This is a fictional description for the book 'Das einzige Kind, Im Zeichen des Löwen' by Michael Smith, Emily Davis."
283,283,283,283,1,8585530812,3146292567206,"David Wilson, Michael Wilson, David Miller",1909.0,Las estrellas nos atacan,Las estrellas nos atacan,eng,1.92,4728,4728,472,1418,1182,945,709,474,https://example.com/bookcovers/283.jpg,https://example.com/bookcovers/small/283.jpg,Literary Fiction,"This is a fictional description for the book 'Las estrellas nos atacan' by David Wilson, Michael Wilson, David Miller."
284,284,284,284,1,1864858006,5444543139229,Robert Miller,2015.0,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie,eng,4.99,4881,4881,488,48,195,488,1220,2930,https://example.com/bookcovers/284.jpg,https://example.com/bookcovers/small/284.jpg,Literary Fiction,This is a fictional description for the book 'Autoritratto: Storia e tecnologia dell'immagine di sé dall'antichità a selfie' by Robert Miller.
285,285,285,285,1,8336665010,7578920789303,Emily Thomas,1978.0,The Discerning Heart: Exploring the Christian Path,The Discerning Heart: Exploring the Christian Path,eng,1.49,2828,2828,282,848,707,565,424,284,https://example.com/bookcovers/285.jpg,https://example.com/bookcovers/small/285.jpg,"Mystery, Self-help",This is a fictional description for the book 'The Discerning Heart: Exploring the Christian Path' by Emily Thomas.
286,286,286,286,1,1015121723,6394481554836,Michael Miller,2012.0,India and Israel against Islamic terror,India and Israel against Islamic terror,eng,2.56,8400,8400,840,2520,2100,1680,1260,840,https://example.com/bookcovers/286.jpg,https://example.com/bookcovers/small/286.jpg,"Self-help, Horror",This is a fictional description for the book 'India and Israel against Islamic terror' by Michael Miller.
287,287,287,287,1,8631811165,9702628124533,Michael Wilson,1977.0,Walking and climbing,Walking and climbing,eng,1.63,3942,3942,394,1182,985,788,591,396,https://example.com/bookcovers/287.jpg,https://example.com/bookcovers/small/287.jpg,"Literary Fiction, Mystery",This is a fictional description for the book 'Walking and climbing' by Michael Wilson.
288,288,288,288,1,2266543562,9797025075586,John Moore,1998.0,ASURA SOVEREIGN 30,ASURA SOVEREIGN 30,eng,2.63,6790,6790,679,2037,1697,1358,1018,680,https://example.com/bookcovers/288.jpg,https://example.com/bookcovers/small/288.jpg,Non-fiction,This is a fictional description for the book 'ASURA SOVEREIGN 30' by John Moore.
289,289,289,289,1,7082089991,9883803999078,Robert Brown,1962.0,"When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation","When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation",eng,4.66,6646,6646,664,66,265,664,1661,3990,https://example.com/bookcovers/289.jpg,https://example.com/bookcovers/small/289.jpg,Non-fiction,"This is a fictional description for the book 'When Church Stops Working: A Future for Your Congregation beyond More Money, Programs, and Innovation' by Robert Brown."
290,290,290,290,1,0718809612,7638686484539,"Sarah Miller, James Miller, Emily Taylor",1995.0,Snap,Snap,eng,2.8,1593,1593,159,477,398,318,238,162,https://example.com/bookcovers/290.jpg,https://example.com/bookcovers/small/290.jpg,"Mystery, Young Adult","This is a fictional description for the book 'Snap' by Sarah Miller, James Miller, Emily Taylor."
291,291,291,291,1,8352815031,0671415631711,Robert Smith,2018.0,The Wandering Inn: Book 2 - Fae and Fare,The Wandering Inn: Book 2 - Fae and Fare,eng,2.45,4756,4756,475,1426,1189,951,713,477,https://example.com/bookcovers/291.jpg,https://example.com/bookcovers/small/291.jpg,"Historical Fiction, Science Fiction, Non-fiction",This is a fictional description for the book 'The Wandering Inn: Book 2 - Fae and Fare' by Robert Smith.
292,292,292,292,1,2159912568,5742080238000,"Michelle Moore, Michelle Anderson",1901.0,Shelter folks,Shelter folks,eng,4.08,9568,9568,956,191,765,1435,3348,3829,https://example.com/bookcovers/292.jpg,https://example.com/bookcovers/small/292.jpg,"Non-fiction, Science Fiction","This is a fictional description for the book 'Shelter folks' by Michelle Moore, Michelle Anderson."
293,293,293,293,1,4641185817,2419893650747,"James Johnson, Emily Anderson",1989.0,"The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich","The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich",eng,4.65,3969,3969,396,39,158,396,992,2384,https://example.com/bookcovers/293.jpg,https://example.com/bookcovers/small/293.jpg,"Young Adult, Self-help, Fantasy","This is a fictional description for the book 'The Enlightened Way to Financial Freedom: From Crypto Trading to Private Label, from Startup to Real Estate Investing. The All-in-One Guide to Be Young and Rich' by James Johnson, Emily Anderson."
294,294,294,294,1,7800952214,3172715880024,"Linda Moore, James Taylor",1963.0,MacLaurin's Lady,MacLaurin's Lady,eng,1.87,7165,7165,716,2149,1791,1433,1074,718,https://example.com/bookcovers/294.jpg,https://example.com/bookcovers/small/294.jpg,"Literary Fiction, Mystery, Romance","This is a fictional description for the book 'MacLaurin's Lady' by Linda Moore, James Taylor."
295,295,295,295,1,7123776652,5622448754045,Robert Miller,1901.0,The Bay,The Bay,eng,4.38,6552,6552,655,131,524,982,2293,2622,https://example.com/bookcovers/295.jpg,https://example.com/bookcovers/small/295.jpg,Non-fiction,This is a fictional description for the book 'The Bay' by Robert Miller.
296,296,296,296,1,3198935053,2536989904660,Emily Wilson,1939.0,The Boyband Murder Mystery,The Boyband Murder Mystery,eng,2.85,7620,7620,762,2286,1905,1524,1143,762,https://example.com/bookcovers/296.jpg,https://example.com/bookcovers/small/296.jpg,Fantasy,This is a fictional description for the book 'The Boyband Murder Mystery' by Emily Wilson.
297,297,297,297,1,2912339346,3531711557238,"Sarah Moore, Sarah Davis",1997.0,Misfortune Cookie,Misfortune Cookie,eng,4.35,2491,2491,249,49,199,373,871,999,https://example.com/bookcovers/297.jpg,https://example.com/bookcovers/small/297.jpg,"Self-help, Literary Fiction","This is a fictional description for the book 'Misfortune Cookie' by Sarah Moore, Sarah Davis."
298,298,298,298,1,7323537688,8098414464640,Jennifer Wilson,1934.0,"Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho","Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho",eng,4.1,5487,5487,548,109,438,823,1920,2197,https://example.com/bookcovers/298.jpg,https://example.com/bookcovers/small/298.jpg,Romance,"This is a fictional description for the book 'Final supplemental environmental impact statement and proposed land use plan amendments for segments 8 and 9 of the Gateway West 500-kV Transmission Line Project, Idaho' by Jennifer Wilson."
299,299,299,299,1,4362956570,5078107077546,"Emily Thomas, Michelle Wilson",2011.0,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices,eng,2.88,5843,5843,584,1752,1460,1168,876,587,https://example.com/bookcovers/299.jpg,https://example.com/bookcovers/small/299.jpg,"Horror, Mystery, Self-help","This is a fictional description for the book 'The Liturgy of Life: The Interrelationship of Sunday Eucharist and Everyday Worship Practices' by Emily Thomas, Michelle Wilson."
300,300,300,300,1,9319219718,2408907165929,"James Anderson, Michelle Wilson",1922.0,The Height of the Scream,The Height of the Scream,eng,1.63,6901,6901,690,2070,1725,1380,1035,691,https://example.com/bookcovers/300.jpg,https://example.com/bookcovers/small/300.jpg,"Historical Fiction, Science Fiction","This is a fictional description for the book 'The Height of the Scream' by James Anderson, Michelle Wilson."
301,301,301,301,1,7373901827,4140790407012,"Sarah Johnson, Sarah Moore",1905.0,Woodrow Wilson,Woodrow Wilson,eng,2.15,4582,4582,458,1374,1145,916,687,460,https://example.com/bookcovers/301.jpg,https://example.com/bookcovers/small/301.jpg,"Historical Fiction, Thriller","This is a fictional description for the book 'Woodrow Wilson' by Sarah Johnson, Sarah Moore."
302,302,302,302,1,6404998156,1144876641293,Michael Miller,1964.0,"Hallo, hier bin ich!","Hallo, hier bin ich!",eng,2.93,7880,7880,788,2364,1970,1576,1182,788,https://example.com/bookcovers/302.jpg,https://example.com/bookcovers/small/302.jpg,"Non-fiction, Self-help, Fantasy","This is a fictional description for the book 'Hallo, hier bin ich!' by Michael Miller."
303,303,303,303,1,5470923533,0656961844812,Robert Moore,2008.0,Die Prüfungen der Engel,Die Prüfungen der Engel,eng,2.77,6480,6480,648,1944,1620,1296,972,648,https://example.com/bookcovers/303.jpg,https://example.com/bookcovers/small/303.jpg,"Young Adult, Non-fiction, Science Fiction",This is a fictional description for the book 'Die Prüfungen der Engel' by Robert Moore.
304,304,304,304,1,5417514383,2456152549146,"Michael Davis, Michael Thomas",1992.0,A Life's Work: Learning to Overrule My Mindless Brain,A Life's Work: Learning to Overrule My Mindless Brain,eng,3.42,8417,8417,841,841,1262,3366,2104,844,https://example.com/bookcovers/304.jpg,https://example.com/bookcovers/small/304.jpg,"Mystery, Young Adult, Non-fiction","This is a fictional description for the book 'A Life's Work: Learning to Overrule My Mindless Brain' by Michael Davis, Michael Thomas."
305,305,305,305,1,7409541181,8769986295115,"Jennifer Brown, Sarah Anderson, James Miller",2006.0,A Bag of Bones N' Chocolate Biscuits,A Bag of Bones N' Chocolate Biscuits,eng,3.45,8935,8935,893,893,1340,3574,2233,895,https://example.com/bookcovers/305.jpg,https://example.com/bookcovers/small/305.jpg,"Romance, Horror","This is a fictional description for the book 'A Bag of Bones N' Chocolate Biscuits' by Jennifer Brown, Sarah Anderson, James Miller."
306,306,306,306,1,6228710175,5115330717322,"Linda Smith, Robert Smith, David Moore",1913.0,The Gumma wars,The Gumma wars,eng,4.34,6046,6046,604,120,483,906,2116,2421,https://example.com/bookcovers/306.jpg,https://example.com/bookcovers/small/306.jpg,"Science Fiction, Historical Fiction, Horror","This is a fictional description for the book 'The Gumma wars' by Linda Smith, Robert Smith, David Moore."
307,307,307,307,1,4807948189,0711467021783,"Emily Wilson, James Anderson",1914.0,Mimis Village And How Basic Health Care Transformed It,Mimis Village And How Basic Health Care Transformed It,eng,4.98,950,950,95,9,38,95,237,571,https://example.com/bookcovers/307.jpg,https://example.com/bookcovers/small/307.jpg,"Non-fiction, Horror","This is a fictional description for the book 'Mimis Village And How Basic Health Care Transformed It' by Emily Wilson, James Anderson."
308,308,308,308,1,2505305639,7789886966806,"David Smith, Sarah Wilson",1998.0,World War II,World War II,eng,3.98,2345,2345,234,117,234,586,938,470,https://example.com/bookcovers/308.jpg,https://example.com/bookcovers/small/308.jpg,"Romance, Mystery","This is a fictional description for the book 'World War II' by David Smith, Sarah Wilson."
309,309,309,309,1,4592955797,7949977344474,Robert Wilson,1960.0,Ninna nanna,Ninna nanna,eng,2.09,5779,5779,577,1733,1444,1155,866,581,https://example.com/bookcovers/309.jpg,https://example.com/bookcovers/small/309.jpg,Fantasy,This is a fictional description for the book 'Ninna nanna' by Robert Wilson.
310,310,310,310,1,2123252872,6555057350709,"Sarah Johnson, Jennifer Anderson",1991.0,The Holiday Trap,The Holiday Trap,eng,3.6,5522,5522,552,276,552,1380,2208,1106,https://example.com/bookcovers/310.jpg,https://example.com/bookcovers/small/310.jpg,"Mystery, Thriller, Science Fiction","This is a fictional description for the book 'The Holiday Trap' by Sarah Johnson, Jennifer Anderson."
311,311,311,311,1,2757966522,1047884849694,"Robert Anderson, James Smith, Emily Taylor",1947.0,Something Special,Something Special,eng,1.94,1887,1887,188,566,471,377,283,190,https://example.com/bookcovers/311.jpg,https://example.com/bookcovers/small/311.jpg,"Historical Fiction, Thriller","This is a fictional description for the book 'Something Special' by Robert Anderson, James Smith, Emily Taylor."
312,312,312,312,1,2290239160,7974512961496,"Michelle Anderson, James Anderson",1963.0,Palatul de hârtie,Palatul de hârtie,eng,3.86,8587,8587,858,429,858,2146,3434,1720,https://example.com/bookcovers/312.jpg,https://example.com/bookcovers/small/312.jpg,"Romance, Thriller, Biography","This is a fictional description for the book 'Palatul de hârtie' by Michelle Anderson, James Anderson."
313,313,313,313,1,2165892592,5478956233962,"James Smith, Jennifer Davis",1930.0,Alacrity,Alacrity,eng,1.67,7309,7309,730,2192,1827,1461,1096,733,https://example.com/bookcovers/313.jpg,https://example.com/bookcovers/small/313.jpg,"Biography, Non-fiction","This is a fictional description for the book 'Alacrity' by James Smith, Jennifer Davis."
314,314,314,314,1,8928643203,2773200980946,"Michelle Wilson, Jennifer Smith",2006.0,Deadly Force,Deadly Force,eng,3.19,9681,9681,968,968,1452,3872,2420,969,https://example.com/bookcovers/314.jpg,https://example.com/bookcovers/small/314.jpg,Science Fiction,"This is a fictional description for the book 'Deadly Force' by Michelle Wilson, Jennifer Smith."
315,315,315,315,1,8795317979,9986554022600,"Linda Moore, James Davis",1970.0,Bitter Sweet Distraction,Bitter Sweet Distraction,eng,4.43,7144,7144,714,142,571,1071,2500,2860,https://example.com/bookcovers/315.jpg,https://example.com/bookcovers/small/315.jpg,"Non-fiction, Romance","This is a fictional description for the book 'Bitter Sweet Distraction' by Linda Moore, James Davis."
316,316,316,316,1,2571438601,2001808916264,"Sarah Wilson, James Thomas, Sarah Wilson",1916.0,Jilted,Jilted,eng,1.86,1551,1551,155,465,387,310,232,157,https://example.com/bookcovers/316.jpg,https://example.com/bookcovers/small/316.jpg,Literary Fiction,"This is a fictional description for the book 'Jilted' by Sarah Wilson, James Thomas, Sarah Wilson."
317,317,317,317,1,8363502374,4151914373436,"John Taylor, Emily Taylor, Sarah Taylor",1984.0,The Science of Storytelling,The Science of Storytelling,eng,2.85,4024,4024,402,1207,1006,804,603,404,https://example.com/bookcovers/317.jpg,https://example.com/bookcovers/small/317.jpg,Romance,"This is a fictional description for the book 'The Science of Storytelling' by John Taylor, Emily Taylor, Sarah Taylor."
318,318,318,318,1,8512020638,2911351023435,Jennifer Johnson,1900.0,A Colorado Match                            Love Inspired,A Colorado Match                            Love Inspired,eng,4.99,4445,4445,444,44,177,444,1111,2669,https://example.com/bookcovers/318.jpg,https://example.com/bookcovers/small/318.jpg,Non-fiction,This is a fictional description for the book 'A Colorado Match                            Love Inspired' by Jennifer Johnson.
319,319,319,319,1,7930319529,1669281837452,"Sarah Johnson, Michael Anderson, Michelle Johnson",1985.0,A Fine Line: A balance to survive,A Fine Line: A balance to survive,eng,4.12,1588,1588,158,31,127,238,555,637,https://example.com/bookcovers/319.jpg,https://example.com/bookcovers/small/319.jpg,"Romance, Historical Fiction","This is a fictional description for the book 'A Fine Line: A balance to survive' by Sarah Johnson, Michael Anderson, Michelle Johnson."
320,320,320,320,1,9703232153,9939621830045,"Michelle Miller, James Moore, Robert Davis",1967.0,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life,eng,3.0,6386,6386,638,638,957,2554,1596,641,https://example.com/bookcovers/320.jpg,https://example.com/bookcovers/small/320.jpg,"Young Adult, Self-help","This is a fictional description for the book 'Notes from a Friend: A Quick and Simple Guide to Taking Control of Your Life' by Michelle Miller, James Moore, Robert Davis."
321,321,321,321,1,8411266332,1819106969525,James Johnson,2004.0,Great sects and schisms in Judaism,Great sects and schisms in Judaism,eng,3.9,2263,2263,226,113,226,565,905,454,https://example.com/bookcovers/321.jpg,https://example.com/bookcovers/small/321.jpg,"Historical Fiction, Mystery, Thriller",This is a fictional description for the book 'Great sects and schisms in Judaism' by James Johnson.
